,article_name,country,revision_id,article_quality,population
454,Namirembe Bitamazire,Uganda,788019797,Start,40141000
455,Amon Bazira,Uganda,788899061,Stub,40141000
456,Christopher Iga,Uganda,788972378,Stub,40141000
457,Nasser Sebaggala,Uganda,788972461,Start,40141000
458,Erias Lukwago,Uganda,788972566,Start,40141000
459,Template:KampalaMayors,Uganda,788972642,Stub,40141000
460,Beatrice Wabudeya,Uganda,789747515,Start,40141000
461,Jane Aceng,Uganda,789747629,C,40141000
462,Ruth Achieng,Uganda,789747664,Stub,40141000
463,Justine Ayebazibwe,Uganda,789748037,Stub,40141000
464,Jessica Eriyo,Uganda,789748269,Start,40141000
465,Mary Karooro Okurut,Uganda,789748670,C,40141000
466,Adrian Tibaleka,Uganda,789748752,Stub,40141000
467,Nusura Tiperu,Uganda,789748782,Start,40141000
468,Florence Nakiwala Kiyingi,Uganda,789748978,Start,40141000
469,Ruth Nankabirwa,Uganda,789799593,Start,40141000
470,Justine Lumumba Kasule,Uganda,789799605,Start,40141000
471,Idah Nantaba,Uganda,789799744,C,40141000
472,Harriet Ntabazi,Uganda,789799847,Start,40141000
473,Florence Nebanda,Uganda,789799901,Start,40141000
474,Lukia Isanga Nakadama,Uganda,789799952,Start,40141000
475,Mariam Nalubega,Uganda,789799984,Start,40141000
476,Jenipher Namuyangu,Uganda,789800111,C,40141000
477,Sarah Kataike,Uganda,789800331,C,40141000
478,Caroline Amali Okao,Uganda,789800629,Start,40141000
479,Beatrice Rwakimari,Uganda,789803765,Stub,40141000
480,Mariam Naigaga,Uganda,790372580,C,40141000
481,Rose Akol,Uganda,790424964,Start,40141000
482,Amelia Kyambadde,Uganda,790428762,Start,40141000
483,Jehoash Mayanja Nkangi,Uganda,790837175,Start,40141000
484,Joash Mayanja Nkangi,Uganda,790993796,C,40141000
485,Moses Adome,Uganda,791007274,Stub,40141000
486,Paulson Luttamaguzi,Uganda,791007297,Stub,40141000
487,Charles Engola,Uganda,793154991,Start,40141000
488,Cerinah Nebanda,Uganda,793515881,Start,40141000
489,John Ssebaana Kizito,Uganda,793539141,Start,40141000
490,Persis Namuganza,Uganda,793628029,Start,40141000
491,Christine Amongin Aporu,Uganda,794194807,Start,40141000
492,Christine Ondoa,Uganda,794200311,Start,40141000
493,Concy Aciro,Uganda,795100048,Start,40141000
494,Peace Mutuuzo,Uganda,795181968,Start,40141000
495,Patrick Kayemba,Uganda,795404749,Stub,40141000
496,Alengot Oromait,Uganda,795458281,Start,40141000
497,Beti Kamya-Turwomwe,Uganda,796177970,C,40141000
498,Abdu Katuntu,Uganda,796406864,Start,40141000
499,Loyce Biira Bwambale,Uganda,796684047,Start,40141000
500,Mike Kennedy Sebalu,Uganda,796694225,Stub,40141000
501,Miria Matembe,Uganda,796695675,Start,40141000
502,Kalema of Buganda,Uganda,796808819,Start,40141000
503,Maria Mutagamba,Uganda,796899099,C,40141000
504,Sarah Achieng Opendi,Uganda,796991691,Start,40141000
505,Benedicto Kiwanuka,Uganda,797399615,Start,40141000
506,Yusuf Lule,Uganda,797449179,Start,40141000
507,Miria Obote,Uganda,797874277,Stub,40141000
508,Grace Akello,Uganda,798483499,Start,40141000
509,Joyce Moriku,Uganda,798506935,Start,40141000
510,David Karubanga,Uganda,799178559,Stub,40141000
511,Peter Takirambudde,Uganda,799513148,Stub,40141000
512,Mustafa Adrisi,Uganda,799651351,Stub,40141000
513,Rose Namayanja,Uganda,800003733,C,40141000
514,Timeline of Kampala,Uganda,800090136,C,40141000
515,Dora Byamukama,Uganda,800350710,Stub,40141000
516,Kirya Balaki Kebba,Uganda,800452152,C,40141000
517,Ismail Ogama,Uganda,800595514,Stub,40141000
518,Kassiano Wadri,Uganda,800595577,Stub,40141000
519,Abraham Waligo,Uganda,800900766,Stub,40141000
520,Rebecca Kadaga,Uganda,800965489,C,40141000
521,Emma Boona,Uganda,801577218,C,40141000
522,Augustine Nshimye,Uganda,801836959,Start,40141000
523,Ibrahim Ssemujju Nganda,Uganda,801874546,Start,40141000
524,Paulo Muwanga,Uganda,802211455,C,40141000
525,Christopher Kibanzanga,Uganda,802286792,Start,40141000
526,Ezekiel Tenywa Wako of Busoga,Uganda,802517620,Stub,40141000
527,Robert Kyagulanyi Ssentamu,Uganda,802822017,GA,40141000
528,Mariam Najjemba,Uganda,802972400,Start,40141000
529,Bernadette Olowo,Uganda,803360897,Stub,40141000
530,Monica Azuba Ntege,Uganda,803417110,Start,40141000
531,Benna Namugwanya,Uganda,804317144,Start,40141000
532,Dorothy Hyuha,Uganda,804643751,Start,40141000
533,Sam Cheptoris,Uganda,804781815,Start,40141000
534,Betty Oyella Bigombe,Uganda,804829931,C,40141000
535,Muwenda Mutebi II of Buganda,Uganda,804856220,C,40141000
536,Nabilah Naggayi Sempala,Uganda,804883827,Start,40141000
537,Charles Mayiga,Uganda,804903944,Start,40141000
538,Muteesa I of Buganda,Uganda,805179937,Start,40141000
539,Mwanga II of Buganda,Uganda,805289323,C,40141000
540,Idi Amin,Uganda,805328243,B,40141000
541,Irene Muloni,Uganda,805393764,Start,40141000
542,Gershom Sizomu,Uganda,805409966,Start,40141000
543,Specioza Kazibwe,Uganda,805435381,Start,40141000
544,Janet Museveni,Uganda,805463795,C,40141000
545,Evelyn Anite,Uganda,805660978,C,40141000
546,Betty Amongi,Uganda,805668648,Start,40141000
547,Cecilia Ogwal,Uganda,805668810,Start,40141000
548,Doreen Amule,Uganda,805678630,Start,40141000
549,Muhammad Nsereko,Uganda,806171535,C,40141000
550,Betty Nambooze,Uganda,806171836,Start,40141000
551,Barbara Nekesa Oundo,Uganda,806276711,Start,40141000
552,Oliver Wonekha,Uganda,806276835,Start,40141000
553,Margaret Zziwa,Uganda,806337809,Start,40141000
554,Mutesa II of Buganda,Uganda,806741960,C,40141000
555,Ignatius K. Musaazi,Uganda,807146511,C,40141000
556,Princess Elizabeth Nantale Mulondo,Uganda,807467793,Start,40141000
557,Template:Namibia-politician-stub,Namibia,391862409,Stub,2482100
558,Template:Namibia-mayor-stub,Namibia,444756008,Stub,2482100
559,Karlous Marx Shinohamba,Namibia,706945392,Stub,2482100
560,Dawid Bezuidenhout,Namibia,714705477,Stub,2482100
561,Gabes Shihepo,Namibia,714887791,Stub,2482100
562,Themistokles Dudu Murorua,Namibia,715035025,Stub,2482100
563,Johannes Nakwafila,Namibia,715168821,Stub,2482100
564,Kaire Mbuende,Namibia,715193056,Stub,2482100
565,Jhonny Haikella Hakaye,Namibia,715558961,Stub,2482100
566,Rihupisa Justus Kandando,Namibia,715716890,Stub,2482100
567,Sebastian Ignatius ǃGobs,Namibia,715737685,Stub,2482100
568,Hans Booys,Namibia,716991969,Stub,2482100
569,Isak Katali,Namibia,717212350,Stub,2482100
570,Paulus Kapia,Namibia,717631584,Stub,2482100
571,Johannes Isaaks,Namibia,717961259,Stub,2482100
572,Usko Nghaamwa,Namibia,719244071,Stub,2482100
573,Nangolo Ithete,Namibia,719408472,Stub,2482100
574,Solomon Witbooi,Namibia,719434480,Stub,2482100
575,Willem Appollus,Namibia,719595059,Stub,2482100
576,Reggie Diergaardt,Namibia,719824825,Stub,2482100
577,Hadino Hishongwa,Namibia,719949040,Stub,2482100
578,Erastus Tjejamba,Namibia,720139575,Stub,2482100
579,Gottlob Mbaukua,Namibia,720139591,Stub,2482100
580,Ambrosius Haingura,Namibia,721140900,Stub,2482100
581,John Shaetonhodi,Namibia,721902067,Stub,2482100
582,Theofelus Eiseb,Namibia,725653685,Stub,2482100
583,Hilma Nicanor,Namibia,725836779,Stub,2482100
584,Johan de Waal,Namibia,726241234,Start,2482100
585,Leon Jooste,Namibia,726241279,Stub,2482100
586,Eben van Zijl,Namibia,726241614,Start,2482100
587,Kalla Gertze,Namibia,726549300,Start,2482100
588,Festus Ueitele,Namibia,726575925,Stub,2482100
589,Moses Amweelo,Namibia,726634885,Stub,2482100
590,Paul Smit,Namibia,726685653,Start,2482100
591,Alpheus Muheua,Namibia,726826653,Stub,2482100
592,Tjekero Tweya,Namibia,732970610,Start,2482100
593,Lawrence Sampofu,Namibia,735098018,Stub,2482100
594,Marten Kapewasha,Namibia,736632076,Stub,2482100
595,Mose Penaani Tjitendero,Namibia,737894808,Stub,2482100
596,Clemens Kashuupulwa,Namibia,739326407,Stub,2482100
597,Muesee Kazapua,Namibia,742567576,Stub,2482100
598,Jan de Wet,Namibia,749312888,Start,2482100
599,Auguste Xoagus,Namibia,749384677,Stub,2482100
600,Arnold Tjihuiko,Namibia,749557521,Stub,2482100
601,Hafeni Ndemula,Namibia,750064392,Stub,2482100
602,Billy Mwaningange,Namibia,750168721,Stub,2482100
603,Thimoteus Tjamuaha,Namibia,750423258,Stub,2482100
604,Ignatius Shixwameni,Namibia,756962215,Stub,2482100
605,Hansina Christiaan,Namibia,757074156,Stub,2482100
606,Elma Dienda,Namibia,757074197,Stub,2482100
607,Clara Gowases,Namibia,757074271,Stub,2482100
608,Petrina Haingura,Namibia,757074308,Stub,2482100
609,Agnes Kafula,Namibia,757075026,Stub,2482100
610,Rosa Kavara,Namibia,757075263,Stub,2482100
611,Ngohauvi Lydia Kavetu,Namibia,757075306,Stub,2482100
612,Agnes Limbo,Namibia,757075328,Start,2482100
613,Teopolina Mushelenga,Namibia,757075486,Start,2482100
614,Pashukeni Shoombe,Namibia,757076190,Stub,2482100
615,Katrina Hanse-Himarwa,Namibia,757565608,Stub,2482100
616,Henock Kankoshi,Namibia,757916897,Stub,2482100
617,Ida Hoffmann,Namibia,758853149,Stub,2482100
618,Sirkka Ausiku,Namibia,763773708,Stub,2482100
619,Royal /Ui/o/oo,Namibia,765635399,Stub,2482100
620,Andrew Matjila,Namibia,767169616,Stub,2482100
621,Nathaniel Maxuilili,Namibia,768127257,Stub,2482100
622,Richard Kamwi,Namibia,768705466,Start,2482100
623,Joel Kaapanda,Namibia,768706125,Start,2482100
624,Rebecca Ndjoze-Ojo,Namibia,768706805,Start,2482100
625,Pohamba Shifeta,Namibia,768706876,Start,2482100
626,Uahekua Herunga,Namibia,768707364,Stub,2482100
627,Silvia Makgone,Namibia,768707856,Stub,2482100
628,Uilika Nambahu,Namibia,768797762,Stub,2482100
629,Pauline Dempers,Namibia,768809413,Start,2482100
630,Kovambo Nujoma,Namibia,768878536,Start,2482100
631,Penehupifo Pohamba,Namibia,770535053,Start,2482100
632,Hendrik Witbooi (politician),Namibia,772596247,Start,2482100
633,Ben Amathila,Namibia,773039495,Start,2482100
634,Heiko Lucks,Namibia,773070957,Stub,2482100
635,Netumbo Nandi-Ndaitwah,Namibia,773073864,Start,2482100
636,Erasmus Hendjala,Namibia,773588389,Stub,2482100
637,Cornelius Thuhageni Njoba,Namibia,774841020,Stub,2482100
638,Jurie Viljoen,Namibia,777857622,Start,2482100
639,Kandy Nehova,Namibia,778252266,Stub,2482100
640,Laura McLeod-Katjirua,Namibia,779986740,Start,2482100
641,Lempy Lucas,Namibia,780240233,Start,2482100
642,Jager Afrikaner,Namibia,781797749,Start,2482100
643,Jan Jonker Afrikaner,Namibia,781797819,Stub,2482100
644,Usutuaije Maamberua,Namibia,782432741,Start,2482100
645,Lucia Witbooi,Namibia,782487405,Stub,2482100
646,Philemon Moongo,Namibia,782702063,Start,2482100
647,Margaret Mensah-Williams,Namibia,783424239,Start,2482100
648,Marlene Mungunda,Namibia,783659445,Stub,2482100
649,Matheus Shikongo,Namibia,783936425,Stub,2482100
650,Hendrina Afrikaner,Namibia,785009070,Stub,2482100
651,Nickey Iyambo,Namibia,785237742,C,2482100
652,Willem Konjore,Namibia,785239830,Stub,2482100
653,Christian Afrikaner,Namibia,785267613,Stub,2482100
654,Manasse ǃNoreseb,Namibia,787159099,GA,2482100
655,Emil Appolus,Namibia,787547117,Start,2482100
656,Saara Kuugongelwa,Namibia,787813373,Start,2482100
657,Bernhardt Esau,Namibia,787890930,Start,2482100
658,John Pandeni,Namibia,788618481,Start,2482100
659,Loide Kasingo,Namibia,788620617,Start,2482100
660,Anton von Wietersheim,Namibia,789457805,Stub,2482100
661,Emma Tuahepa,Namibia,789936651,Stub,2482100
662,Template:Namibian-politician-stub,Namibia,789946235,Stub,2482100
663,Asser Mbai,Namibia,789979998,Stub,2482100
664,Piet van der Walt,Namibia,790732456,Stub,2482100
665,Tom Alweendo,Namibia,790926872,Stub,2482100
666,Jeremia Nambinga,Namibia,790971471,Stub,2482100
667,Lucia Basson,Namibia,791521544,Stub,2482100
668,Monica Geingos,Namibia,792295818,Stub,2482100
669,Albert Kawana,Namibia,792363345,Start,2482100
670,Buddy Wentworth,Namibia,792553915,Stub,2482100
671,Bernadus Swartbooi,Namibia,792730125,Stub,2482100
672,Sophia Shaningwa,Namibia,793644087,Stub,2482100
673,Clemens Kapuuo,Namibia,794649810,Start,2482100
674,Joseph Obgeb Jimmy,Namibia,797028914,Stub,2482100
675,Andreas Shipanga,Namibia,797218947,C,2482100
676,Hermanus Beukes,Namibia,797219044,Start,2482100
677,Elaine Trepper,Namibia,797422099,Stub,2482100
678,Anton Lubowski,Namibia,797926029,Start,2482100
679,John Ya-Otto,Namibia,798445586,Stub,2482100
680,Peya Mushelenga,Namibia,798678085,Start,2482100
681,Rosa Namises,Namibia,798722629,C,2482100
682,Mohammed Stuart,Namibia,799023818,Stub,2482100
683,David Namwandi,Namibia,799202571,Start,2482100
684,Dawid Boois,Namibia,799283073,Start,2482100
685,Nora Schimming-Chase,Namibia,799298806,Stub,2482100
686,Peter Naholo,Namibia,799511171,Stub,2482100
687,Monica Nashandi,Namibia,799557543,Start,2482100
688,Sakaria Nashandi,Namibia,799557683,Stub,2482100
689,Penda Ya Ndakolo,Namibia,799557832,Stub,2482100
690,Wilfried Emvula,Namibia,799559369,Stub,2482100
691,Elia Kaiyamo,Namibia,799560238,Start,2482100
692,Marx Nekongo,Namibia,799561144,Stub,2482100
693,Priscilla Beukes,Namibia,799566361,Stub,2482100
694,Philemon Malima,Namibia,799949216,Start,2482100
695,Rosalia Nghidinwa,Namibia,800002912,Start,2482100
696,Rudolph Kamburona,Namibia,800014905,Stub,2482100
697,Samuel Mbambo,Namibia,800067483,Start,2482100
698,Brendan Simbwaye,Namibia,800092405,Start,2482100
699,First Lady of Namibia,Namibia,800356701,Stub,2482100
700,Doreen Sioka,Namibia,800360997,Start,2482100
701,Steve Bezuidenhout,Namibia,800697620,Stub,2482100
702,Erastus Uutoni,Namibia,801845003,Start,2482100
703,Pendukeni Iivula-Ithana,Namibia,803055843,C,2482100
704,Nehale Mpingana,Namibia,803403039,Start,2482100
705,John Mabuku,Namibia,804447986,Stub,2482100
706,Libertina Amathila,Namibia,804939484,Start,2482100
707,Frans Indongo,Namibia,804964495,Start,2482100
708,Eric Biwa,Namibia,804964895,Stub,2482100
709,Steve Mogotsi,Namibia,805008003,Start,2482100
710,Clara Bohitile,Namibia,805008074,Start,2482100
711,Michael Goreseb,Namibia,805053642,Stub,2482100
712,Lydia Katjita,Namibia,805054018,Start,2482100
713,Asser Kuveri Kapere,Namibia,805055267,Start,2482100
714,Immanuel Ngatjizeko,Namibia,805120872,Start,2482100
715,Elijah Ngurare,Namibia,805772941,Start,2482100
716,Sacky Shanghala,Namibia,805855320,Stub,2482100
717,Angelika Muharukua,Namibia,805981237,Start,2482100
718,Martin Andjaba,Namibia,806653470,Stub,2482100
719,Jonker Afrikaner,Namibia,806995404,Start,2482100
720,Kanuni (hompa),Namibia,807120122,Start,2482100
721,Gustaphine Tjombe,Namibia,807168546,Stub,2482100
722,Template:Nigeria-politician-stub,Nigeria,391862819,Stub,181839400
723,Template:Nigeria-diplomat-stub,Nigeria,548342756,Stub,181839400
724,Template:Nigeria-activist-stub,Nigeria,563278068,Stub,181839400
725,Aliyu Ibrahim Gebi,Nigeria,639021339,Stub,181839400
726,Azeez Issa Adesiji,Nigeria,671511760,Stub,181839400
727,Salisu Buhari,Nigeria,677435096,Stub,181839400
728,Template:RiversState-politician-stub,Nigeria,683127263,Stub,181839400
729,Template:Abia State-politician-stub,Nigeria,683996491,Stub,181839400
730,Igwe Aja-Nwachukwu,Nigeria,691389889,Stub,181839400
731,Christopher Nwankwo,Nigeria,696479863,Stub,181839400
732,Henry Ajomale,Nigeria,704094181,Stub,181839400
733,Kolapo Ishola,Nigeria,704235837,Start,181839400
734,Philip O. Emafo,Nigeria,704719275,Stub,181839400
735,Gidado dan Laima,Nigeria,705586751,Start,181839400
736,Jolly Nyame,Nigeria,706146554,Stub,181839400
737,Michael Botmang,Nigeria,709667983,Stub,181839400
738,Aliyu Musa,Nigeria,710281144,Stub,181839400
739,Suleiman Takuma,Nigeria,710317252,Start,181839400
740,Igwegbe Odum,Nigeria,710422165,Stub,181839400
741,Isaac Shaahu,Nigeria,710510120,Stub,181839400
742,Ahmed Musa (politician),Nigeria,710510264,Stub,181839400
743,John Kadiya,Nigeria,710510671,Stub,181839400
744,Mahmud Tukur,Nigeria,710518211,Stub,181839400
745,Dapo Sarumi,Nigeria,710533184,Stub,181839400
746,Abraham Imogie,Nigeria,710533207,Stub,181839400
747,Adelusi Adeluyi,Nigeria,710533503,Stub,181839400
748,Samuel Edem,Nigeria,710985648,Stub,181839400
749,Jacob Obande,Nigeria,711417189,Stub,181839400
750,Abba Habib,Nigeria,711545907,Stub,181839400
751,Ganiyu Dawodu,Nigeria,711978679,Stub,181839400
752,Wahab Goodluck,Nigeria,712081212,Stub,181839400
753,Eddie Mbadiwe,Nigeria,712155706,Stub,181839400
754,George Agbazika Innih,Nigeria,712289148,Start,181839400
755,Oluseyi Bajulaiye,Nigeria,712500159,Stub,181839400
756,Vincent Eze Ogbulafor,Nigeria,714196192,Stub,181839400
757,Joseph Tarka,Nigeria,715792629,Start,181839400
758,Peter Onu,Nigeria,716145017,Stub,181839400
759,Ayisha Osori,Nigeria,717055090,Start,181839400
760,Chukwuemeka Ujam,Nigeria,717185387,Stub,181839400
761,Mamuda Aliyu Shinkafi,Nigeria,717224947,Stub,181839400
762,Steven Lawani,Nigeria,717363689,Stub,181839400
763,John Ewerekumoh Yeri,Nigeria,717535392,Stub,181839400
764,Sani Ndanusa,Nigeria,717537537,Start,181839400
765,Musa Inuwa,Nigeria,717577322,Stub,181839400
766,Shehu Kangiwa,Nigeria,717579914,Start,181839400
767,Usman Faruk,Nigeria,717587144,Start,181839400
768,Mike Attah,Nigeria,717587540,Stub,181839400
769,Datti Abubakar,Nigeria,717588432,Stub,181839400
770,John Kpera,Nigeria,717589198,Start,181839400
771,Mustapha Ismail,Nigeria,717595920,Stub,181839400
772,Joe Kalu-Igboama,Nigeria,717595956,Stub,181839400
773,Tanko Zubairu,Nigeria,717597698,Start,181839400
774,Sunday Tuoyo,Nigeria,717601015,Stub,181839400
775,Sunday Abiodun Olukoya,Nigeria,717602204,Stub,181839400
776,Tony Ene Asuquo,Nigeria,717628113,Stub,181839400
777,Chukwuemeka Chikelu,Nigeria,717711844,Start,181839400
778,Broderick Bozimo,Nigeria,717802214,Stub,181839400
779,Olu Agunloye,Nigeria,717872176,Stub,181839400
780,Saidu Barda,Nigeria,718146373,Start,181839400
781,Werinipre Seibarugo,Nigeria,718210388,Stub,181839400
782,Musa Usman,Nigeria,718225373,Start,181839400
783,Omoniyi Caleb Olubolade,Nigeria,718461820,Start,181839400
784,Sefiu Adegbenga Kaka,Nigeria,719905993,Stub,181839400
785,Kingsley Esiso,Nigeria,720011103,Stub,181839400
786,Ikeje Asogwa,Nigeria,720083087,Start,181839400
787,Ignatius Olisemeka,Nigeria,720161941,Stub,181839400
788,Alhaji Hassan Dalhat,Nigeria,721581071,Stub,181839400
789,Maurice Ekpenyong,Nigeria,722438087,Stub,181839400
790,Joshua M. Lidani,Nigeria,722467684,Stub,181839400
791,Haliru Dantoro,Nigeria,722859616,Stub,181839400
792,Patrick Ekpotu,Nigeria,723745966,Stub,181839400
793,Saviour Friday Udoh,Nigeria,725060895,Stub,181839400
794,Ibrahim Dasuki Jalo-Waziri,Nigeria,725377530,Start,181839400
795,Stephen Oluwole Awokoya,Nigeria,725642924,Start,181839400
796,Yinka Durosinmi,Nigeria,725668970,Start,181839400
797,Mahmud Shinkafi,Nigeria,726805368,Stub,181839400
798,Muhammed K. Abubakar,Nigeria,726818559,Stub,181839400
799,Nduese Essien,Nigeria,726818744,Start,181839400
800,Oladapo Afolabi,Nigeria,727741721,Start,181839400
801,Lloyd Chukwuemeka,Nigeria,730632839,Stub,181839400
802,Jerry Needam,Nigeria,730842731,Stub,181839400
803,Ojo Maduekwe,Nigeria,731021539,Start,181839400
804,Clifford Ohiagu,Nigeria,731276297,Stub,181839400
805,Njoku Nnamdi,Nigeria,731276344,Stub,181839400
806,Iheanacho Obioma,Nigeria,731276359,Stub,181839400
807,Uchechukwu N. Maduako,Nigeria,731276379,Stub,181839400
808,Anthony Eze Enwereuzor,Nigeria,731276422,Stub,181839400
809,Macebuh Chinonyerem,Nigeria,731276452,Stub,181839400
810,Nwakanwa Chimaobi,Nigeria,731276490,Stub,181839400
811,Ameh Ebute,Nigeria,731276619,Stub,181839400
812,Tanimowo Ogunlesi,Nigeria,731579887,Stub,181839400
813,Raphael Nomiye,Nigeria,732432078,Start,181839400
814,Elizabeth Ativie,Nigeria,737060177,Start,181839400
815,Achike Udenwa,Nigeria,737673853,Stub,181839400
816,Michael O. Chinda,Nigeria,737771495,Stub,181839400
817,Martins Amaewhule,Nigeria,737781073,Stub,181839400
818,Frank Eke,Nigeria,737787109,Stub,181839400
819,Sarafa Tunji Ishola,Nigeria,739125240,Start,181839400
820,John Mark Inienger,Nigeria,739129789,Start,181839400
821,Adamu Waziri,Nigeria,739175973,Start,181839400
822,Abubakar Sadiq A. Mohammed,Nigeria,739176020,Stub,181839400
823,Aliyu Obaje,Nigeria,740306640,Stub,181839400
824,L. A. Fabunmi,Nigeria,740447269,Stub,181839400
825,Temi Ejoor,Nigeria,741172432,Start,181839400
826,John Yakubu,Nigeria,742117154,Stub,181839400
827,Boniface S. Emerengwa,Nigeria,742243239,Stub,181839400
828,Abdullahi Balarabe Salame,Nigeria,742594594,Start,181839400
829,Patrick Koshoni,Nigeria,742684693,Start,181839400
830,Samuel Ogeh,Nigeria,743083415,Stub,181839400
831,Tatari Ali,Nigeria,743190896,Start,181839400
832,Odigha Odigha,Nigeria,743856621,Stub,181839400
833,Aminu Safana,Nigeria,743862677,Stub,181839400
834,Mohammed Bello Adoke,Nigeria,744087654,Start,181839400
835,Samuel Bassey,Nigeria,744117777,Start,181839400
836,Oluyemi Adeniji,Nigeria,744916250,Start,181839400
837,Oseleye Ojuka,Nigeria,745439794,Start,181839400
838,Edwin Ume-Ezeoke,Nigeria,745595238,Stub,181839400
839,Raymond Njoku,Nigeria,745786235,Start,181839400
840,Tunji Otegbeye,Nigeria,746273474,C,181839400
841,Aminu Bashir Wali,Nigeria,746438262,Start,181839400
842,Bashir Yuguda,Nigeria,746534137,Stub,181839400
843,Frank Ajobena,Nigeria,746565081,Stub,181839400
844,Yarima Ibrahim,Nigeria,746756722,Stub,181839400
845,Sylvester Ugoh,Nigeria,747244277,Stub,181839400
846,National Security Advisor (Nigeria),Nigeria,747988410,Stub,181839400
847,Louis Mbanefo,Nigeria,748101471,Start,181839400
848,Olugbenga Ashiru,Nigeria,748515743,Stub,181839400
849,Nuhu Bamalli,Nigeria,748633284,Stub,181839400
850,"List of Governors of Northern Region, Nigeria",Nigeria,751053462,Stub,181839400
